created_at;account.id;in_reply_to_account_id;
2018-04-22T22:41:28.270Z;80;-1;
2018-04-22T22:17:57.000Z;689;-1;
2018-04-22T22:08:13.000Z;206;-1;
2018-04-22T21:59:34.000Z;215;-1;
2018-04-22T21:51:06.000Z;64;-1;
2018-04-22T21:50:10.573Z;174;-1;
2018-04-22T21:50:02.000Z;2790;-1;
2018-04-22T21:38:53.000Z;2789;-1;
2018-04-22T21:38:37.000Z;1038;-1;
2018-04-22T21:37:58.000Z;795;-1;
2018-04-22T21:27:39.257Z;159;-1;
2018-04-22T21:23:30.000Z;857;-1;
2018-04-22T21:15:45.000Z;1578;-1;
2018-04-22T21:10:43.000Z;1373;-1;
2018-04-22T21:09:15.000Z;601;-1;
2018-04-22T20:46:23.000Z;2582;-1;
2018-04-22T20:34:4200Z;2779;2779;
2018-04-22T20:30:07.000Z;2779;-1;
2018-04-22T20:28:54.000Z;1641;-1;
2018-04-22T20:26:40.746Z;159;-1;
2018-04-22T20:25:15.000Z;2810;-1;
2018-04-22T20:22:37.000Z;2271;-1;
2017-11-20T15:29:06.138Z;8;-1;
2017-11-20T15:01:32.000Z;1295;-1;
2017-11-20T13:57:52.845Z;3;-1;
2017-11-20T13:01:36.118Z;6;-1;
2017-11-20T04:23:49.000Z;815;-1;
2017-11-20T03:18:32.327Z;8;-1;
2017-11-20T01:25:36.000Z;3524;-1;
2017-11-19T23:09:57.000Z;2374;-1;
2017-11-19T21:42:09.103Z;2;-1;
2017-11-19T21:32:06.000Z;1001;-1;
2017-11-19T21:22:20.000Z;75;-1;
2017-11-19T21:11:40.246Z;8;-1;
2017-11-19T20:07:42.000Z;70;-1;
2017-11-19T19:27:19.605Z;8;-1;
2017-11-19T19:23:03.077Z;8;-1;
2017-11-19T18:41:49.000Z;68;-1;
2017-11-19T18:37:22.000Z;413;-1;
2017-11-19T18:18:18.000Z;959;-1;
2017-11-19T16:58:40.168Z;8;-1;
2017-11-19T12:39:12.000Z;3055;-1;
2017-11-19T11:09:22.000Z;66;-1;
2017-11-19T06:56:36.000Z;3349;-1;
2017-11-19T00:01:02.000Z;598;-1;
2017-11-18T23:43:56.000Z;598;-1;
2017-11-18T22:37:10.000Z;3341;-1;
2017-11-18T21:59:00.000Z;1503;-1;
2017-11-18T21:14:15.000Z;745;-1;
2017-11-18T21:08:55.579Z;8;-1;
2017-11-18T20:44:51.938Z;8;-1;
2017-11-18T20:35:26.000Z;61;-1;
2017-11-18T20:23:32.000Z;2980;-1;
2017-11-18T18:05:42.000Z;60;-1;
2017-11-18T17:55:25.619Z;8;-1;
2017-11-18T17:49:25.027Z;2;-1;
2017-11-18T16:46:25.000Z;1887;-1;
2017-11-18T16:42:35.138Z;3;-1;
2017-11-18T15:13:11.000Z;1077;-1;
2017-11-18T14:55:35.971Z;3;-1;
2017-11-18T14:55:06.471Z;3;-1;
2018-05-07T15:28:56.000Z;1234;-1;
2018-05-07T15:26:59.000Z;700;-1;
2018-05-07T15:26:49.682Z;571;-1;
2018-05-07T15:26:43.000Z;356;-1;
2018-05-07T15:21:01.000Z;533;-1;
2018-05-07T15:19:52.809Z;571;-1;
2018-05-07T15:19:46.000Z;696;-1;
2018-05-07T15:19:21.000Z;3704;-1;
2018-05-07T15:16:28.972Z;571;-1;
2018-05-07T15:12:55.000Z;3797;-1;
2018-05-07T15:09:08.000Z;748;-1;
2018-05-07T15:08:5702Z;571;571;
2018-05-07T15:07:25.954Z;159;-1;
2018-05-07T15:05:02.000Z;1529;-1;
2018-05-07T15:04:29.000Z;1622;-1;
2018-05-07T15:03:44.857Z;571;-1;
2018-05-07T15:01:44.833Z;571;571;
2018-05-07T14:59:05.312Z;571;-1;
2018-05-07T14:58:43.241Z;159;-1;
2018-05-07T14:57:49.000Z;997;-1;
2018-05-07T14:57:15.079Z;571;-1;
2018-05-07T14:55:06.229Z;574;-1;
2018-05-07T14:54:33.000Z;601;-1;
2018-05-07T14:53:06.000Z;434;-1;
2018-05-07T14:47:35.583Z;159;-1;
2018-05-07T14:45:12.000Z;3800;-1;
2018-05-07T14:43:24.000Z;356;-1;
2018-05-07T14:43:06.641Z;101;-1;
2018-05-07T14:29:31.414Z;101;-1;
2018-05-07T14:25:16.855Z;159;-1;
2018-05-07T14:23:42.000Z;344;-1;
2018-05-07T14:23:37.146Z;101;101;
2018-05-07T14:22:20.000Z;1552;-1;
2018-05-07T14:22:18.441Z;101;-1;
2018-05-07T14:19:03.743Z;571;-1;
2018-05-07T14:16:59.251Z;571;571;
2018-05-07T14:16:24.622Z;571;-1;
2018-05-07T14:16:04.991Z;159;-1;
2018-04-09T08:49:39.986Z;568;-1;
2018-04-09T08:48:09.716Z;80;-1;
2018-04-09T08:12:59.000Z;935;-1;
2018-04-09T08:12:58.000Z;2909;-1;
2018-04-09T08:11:11.000Z;968;-1;
2018-04-09T08:11:02.000Z;970;-1;
2018-04-09T08:10:16.000Z;970;-1;
2018-04-09T08:08:0400Z;966;966;
2018-04-09T08:06:20.000Z;1206;-1;
2018-04-09T08:05:02.000Z;966;-1;
2018-04-09T08:01:0600Z;532;532;
2018-04-09T08:00:29.000Z;1003;-1;
2018-04-09T08:00:03.000Z;532;-1;
2018-04-09T07:44:20.256Z;390;-1;
2018-04-09T07:34:36.971Z;1229;-1;
2018-04-09T07:12:32.000Z;1152;-1;
2018-04-09T07:10:32.589Z;487;-1;
2018-04-09T06:01:20.823Z;487;-1;
2018-04-09T05:58:23.000Z;1412;-1;
2018-04-09T05:54:14.000Z;1002;-1;
2018-04-09T05:49:27.201Z;101;-1;
2018-04-09T05:46:13.000Z;953;-1;
2018-04-09T05:42:10.000Z;1127;-1;
2018-04-09T05:10:51.000Z;1016;-1;
2018-04-09T05:10:50.000Z;3106;-1;
2018-04-09T05:02:59.194Z;10;-1;
2018-04-09T05:02:27.000Z;1610;-1;
2018-04-09T04:47:42.140Z;487;-1;
2018-04-09T04:36:44.000Z;978;-1;
2018-04-09T03:51:3000Z;1147;1147;
2018-04-09T03:51:11.000Z;1147;-1;
2018-04-09T03:36:54.000Z;634;-1;
2018-04-09T03:34:54.953Z;568;568;
2018-04-09T03:28:50.000Z;2965;-1;
2018-04-09T02:52:15.000Z;1308;-1;
2018-04-09T02:38:28.378Z;568;-1;
2018-04-09T02:35:57.886Z;568;-1;
2018-04-09T02:35:57.000Z;216;-1;
2018-04-09T02:29:45.000Z;891;-1;
2018-04-21T19:52:54.661Z;390;-1;
2018-04-21T19:49:35.961Z;80;-1;
2018-04-21T19:48:46.000Z;1497;-1;
2018-04-21T19:47:22.000Z;79;-1;
2018-04-21T19:38:56.883Z;101;-1;
2018-04-21T19:38:47.000Z;450;-1;
2018-04-21T19:36:58.000Z;2478;-1;
2018-04-21T19:36:22.000Z;499;-1;
2018-04-21T19:34:0600Z;646;646;
2018-04-21T19:33:42.807Z;101;101;
2018-04-21T19:31:49.619Z;101;-1;
2018-04-21T19:31:22.000Z;646;-1;
2018-04-21T19:24:43.000Z;1457;-1;
2018-04-21T19:22:39.378Z;101;-1;
2018-04-21T19:09:56.421Z;101;-1;
2018-04-21T19:03:57.000Z;621;-1;
2018-04-21T18:57:07.000Z;2106;-1;
2018-04-21T18:52:23.000Z;986;-1;
2018-04-21T18:45:16.000Z;2692;-1;
2018-04-21T18:40:50.295Z;2319;-1;
2018-04-21T18:40:36.000Z;2694;-1;
2018-04-21T18:39:49.000Z;26;-1;
2018-04-21T18:39:02.000Z;3019;-1;
2018-04-21T18:35:20.000Z;677;-1;
2018-04-21T18:33:48.000Z;894;-1;
2018-04-21T18:30:28.000Z;789;-1;
2018-04-21T18:21:57.111Z;502;-1;
2018-04-21T18:15:54.000Z;1524;-1;
2018-04-21T18:15:40.249Z;174;-1;
2018-04-21T18:15:17.000Z;2638;-1;
2018-04-21T18:03:46.000Z;2689;-1;
2018-04-21T18:01:12.000Z;2691;-1;
2018-04-21T17:59:2600Z;1524;1524;
2018-04-21T17:55:36.000Z;716;-1;
2018-04-21T17:55:21.000Z;1524;-1;
2018-04-21T17:49:30.000Z;26;-1;
2018-04-21T17:44:29.972Z;159;-1;
2018-04-21T17:41:33.000Z;703;-1;
2018-04-11T17:58:21.802Z;574;574;
2018-04-11T17:57:5300Z;1364;1364;
2018-04-11T17:57:3784Z;574;574;
2018-04-11T17:57:12.000Z;652;-1;
2018-04-11T17:56:51.954Z;390;-1;
2018-04-11T17:54:52.840Z;1229;-1;
2018-04-11T17:53:25.575Z;574;574;
2018-04-11T17:52:36.000Z;1529;-1;
2018-04-11T17:51:02.446Z;574;-1;
2018-04-11T17:50:18.108Z;574;-1;
2018-04-11T17:49:21.340Z;1044;-1;
2018-04-11T17:48:55.489Z;574;-1;
2018-04-11T17:46:53.000Z;695;-1;
2018-04-11T17:46:42.000Z;1699;-1;
2018-04-11T17:43:16.725Z;570;-1;
2018-04-11T17:42:44.000Z;356;-1;
2018-04-11T17:39:52.341Z;1409;-1;
2018-04-11T17:37:30.000Z;1364;-1;
2018-04-11T17:36:18.000Z;348;-1;
2018-04-11T17:34:31.000Z;1696;-1;
2018-04-11T17:28:35.000Z;1783;-1;
2018-04-11T17:25:51.026Z;1409;-1;
2018-04-11T17:24:58.722Z;101;-1;
2018-04-11T17:23:13.000Z;589;-1;
2018-04-11T17:21:55.000Z;953;-1;
2018-04-11T17:21:23.769Z;101;101;
2018-04-11T17:20:14.914Z;101;-1;
2018-04-11T17:14:09.000Z;499;-1;
2018-04-11T17:08:01.000Z;1687;-1;
2018-04-11T17:07:27.000Z;577;-1;
2018-04-11T17:05:13.177Z;571;-1;
2018-04-11T17:05:05.000Z;1690;-1;
2018-04-11T17:04:41.000Z;1351;-1;
2018-04-11T17:04:36.000Z;1686;-1;
2018-04-11T17:03:53.000Z;440;-1;
2018-04-11T17:03:33.000Z;1048;-1;
2018-04-11T16:56:50.630Z;541;-1;
2018-04-11T16:56:09.142Z;159;-1;
2018-04-11T16:55:46.000Z;765;-1;
2018-05-03T18:48:41.000Z;3608;-1;
2018-05-03T18:48:19.000Z;986;-1;
2018-05-03T18:43:13.000Z;1916;-1;
2018-05-03T18:41:59.000Z;1178;-1;
2018-05-03T18:39:57.000Z;3512;-1;
2018-05-03T18:39:5000Z;815;815;
2018-05-03T18:37:09.000Z;815;-1;
2018-05-03T18:21:08.000Z;3607;-1;
2018-05-03T18:14:51.000Z;301;-1;
2018-05-03T18:14:03.325Z;398;-1;
2018-05-03T18:13:31.413Z;556;-1;
2018-05-03T18:10:51.000Z;2253;-1;
2018-05-03T18:10:1700Z;2099;2099;
2018-05-03T18:10:14.032Z;541;-1;
2018-05-03T18:10:07.000Z;2099;-1;
2018-05-03T18:06:43.000Z;923;-1;
2018-05-03T18:05:04.734Z;571;-1;
2018-05-03T17:55:07.000Z;716;-1;
2018-05-03T17:37:45.308Z;159;-1;
2018-05-03T17:32:16.000Z;2633;-1;
2018-05-03T17:22:18.000Z;3532;-1;
2018-05-03T17:20:13.650Z;159;-1;
2018-05-03T17:14:15.000Z;356;-1;
2018-05-03T17:12:16.000Z;3735;-1;
2018-05-03T17:06:57.000Z;986;-1;
2018-05-03T17:06:03.253Z;2319;-1;
2018-05-03T17:04:41.400Z;101;-1;
2018-05-03T17:03:21.631Z;568;-1;
2018-05-03T17:03:19.522Z;2319;-1;
2018-05-03T17:03:11.462Z;2319;-1;
2018-05-03T16:58:31.000Z;3600;-1;
2018-05-03T16:45:39.000Z;696;-1;
2018-05-03T16:44:04.518Z;571;-1;
2018-05-03T16:39:52.715Z;351;-1;
2018-05-03T16:21:11.293Z;568;-1;
2018-05-03T16:14:49.000Z;1294;-1;
2018-05-03T16:10:32.000Z;3600;-1;
2018-05-03T16:07:14.000Z;3600;-1;
2018-04-19T08:25:37.000Z;2266;-1;
2018-04-19T08:19:51.000Z;696;-1;
2018-04-19T08:18:51.855Z;101;-1;
2018-04-19T07:45:27.061Z;568;-1;
2018-04-19T07:44:25.000Z;87;-1;
2018-04-19T07:36:32.000Z;26;-1;
2018-04-19T07:16:08.000Z;2593;-1;
2018-04-19T06:53:19.000Z;2539;-1;
2018-04-19T06:13:25.000Z;315;-1;
2018-04-19T06:02:32.172Z;101;-1;
2018-04-19T05:51:11.000Z;1869;-1;
2018-04-19T05:48:48.000Z;1023;-1;
2018-04-19T05:11:32.742Z;572;-1;
2018-04-19T05:01:22.228Z;159;-1;
2018-04-19T04:56:11.077Z;574;-1;
2018-04-19T04:41:31.000Z;1284;-1;
2018-04-19T04:39:34.438Z;502;502;
2018-04-19T04:36:21.705Z;502;-1;
2018-04-19T04:36:16.000Z;2288;-1;
2018-04-19T04:29:57.523Z;568;-1;
2018-04-19T04:25:48.430Z;159;-1;
2018-04-19T04:23:58.714Z;159;-1;
2018-04-19T04:05:43.000Z;634;-1;
2018-04-19T03:50:17.485Z;159;-1;
2018-04-19T03:42:54.000Z;2465;-1;
2018-04-19T03:24:33.328Z;551;551;
2018-04-19T03:23:56.000Z;100;-1;
2018-04-19T03:22:19.626Z;551;-1;
2018-04-19T03:22:03.000Z;2478;-1;
2018-04-19T03:20:55.000Z;563;-1;
2018-04-19T03:18:36.000Z;600;-1;
2018-04-19T03:15:47.000Z;2016;-1;
2018-04-19T03:11:00.000Z;2462;-1;
2018-04-19T02:56:22.182Z;502;-1;
2018-04-19T02:52:15.000Z;2165;-1;
2018-04-19T02:51:2300Z;1462;1462;
2018-04-19T02:50:22.000Z;1462;-1;
2018-04-19T02:49:10.000Z;2486;-1;
2018-04-19T14:29:51.000Z;1552;-1;
2018-04-19T14:26:25.000Z;428;-1;
2018-04-19T14:25:52.128Z;398;398;
2018-04-19T14:17:20.222Z;398;-1;
2018-04-19T14:13:21.159Z;101;-1;
2018-04-19T14:12:28.000Z;743;-1;
2018-04-19T14:11:59.000Z;315;-1;
2018-04-19T14:11:06.000Z;2492;-1;
2018-04-19T14:06:26.000Z;356;-1;
2018-04-19T13:52:28.000Z;356;-1;
2018-04-19T13:51:06.000Z;583;-1;
2018-04-19T13:49:40.350Z;1229;-1;
2018-04-19T13:45:00.804Z;101;-1;
2018-04-19T13:44:30.000Z;215;-1;
2018-04-19T13:40:30.000Z;356;-1;
2018-04-19T13:27:43.483Z;551;-1;
2018-04-19T13:25:17.875Z;568;-1;
2018-04-19T13:21:04.433Z;3;-1;
2018-04-19T13:18:09.370Z;2495;-1;
2018-04-19T13:14:51.000Z;2160;-1;
2018-04-19T13:00:03.000Z;301;-1;
2018-04-19T12:45:54.000Z;2502;-1;
2018-04-19T12:41:10.000Z;1868;-1;
2018-04-19T12:39:35.000Z;2488;-1;
2018-04-19T12:37:38.000Z;2487;-1;
2018-04-19T12:17:07.961Z;80;-1;
2018-04-19T12:08:20.000Z;652;-1;
2018-04-19T12:08:17.383Z;541;-1;
2018-04-19T12:04:2800Z;1223;1223;
2018-04-19T11:56:04.000Z;1223;-1;
2018-04-19T11:49:20.000Z;2542;-1;
2018-04-19T11:27:26.000Z;2436;-1;
2018-04-19T11:23:04.000Z;2509;-1;
2018-04-19T11:18:07.298Z;101;-1;
2018-04-19T11:17:21.468Z;101;-1;
2018-04-19T11:14:32.000Z;592;-1;
2018-04-19T11:09:4200Z;2480;2480;
2018-04-19T11:04:01.000Z;2480;-1;
2018-04-14T10:56:25.317Z;1336;-1;
2018-04-14T10:53:57.000Z;37;-1;
2018-04-14T10:36:15.000Z;3231;-1;
2018-04-14T10:33:54.468Z;398;398;
2018-04-14T10:22:40.025Z;398;-1;
2018-04-14T10:22:32.000Z;695;-1;
2018-04-14T10:21:13.000Z;2067;-1;
2018-04-14T10:18:57.000Z;2070;-1;
2018-04-14T10:13:24.000Z;683;-1;
2018-04-14T10:09:47.000Z;348;-1;
2018-04-14T09:56:08.000Z;348;-1;
2018-04-14T09:53:38.000Z;973;-1;
2018-04-14T09:50:40.894Z;568;-1;
2018-04-14T09:49:38.000Z;1814;-1;
2018-04-14T09:41:33.000Z;1436;-1;
2018-04-14T09:36:51.664Z;80;-1;
2018-04-14T09:28:08.000Z;809;-1;
2018-04-14T09:20:37.777Z;568;-1;
2018-04-14T08:55:48.000Z;634;-1;
2018-04-14T08:52:19.565Z;1224;-1;
2018-04-14T08:39:37.718Z;101;-1;
2018-04-14T08:38:20.139Z;390;-1;
2018-04-14T08:34:48.949Z;101;-1;
2018-04-14T08:33:40.123Z;101;-1;
2018-04-14T08:30:30.482Z;101;-1;
2018-04-14T08:24:56.107Z;568;568;
2018-04-14T08:19:15.855Z;568;568;
2018-04-14T08:13:01.000Z;1729;-1;
2018-04-14T08:08:09.174Z;101;-1;
2018-04-14T07:56:22.000Z;774;-1;
2018-04-14T07:45:08.000Z;774;-1;
2018-04-14T07:33:20.000Z;2078;-1;
2018-04-14T07:24:28.000Z;774;-1;
2018-04-14T07:23:21.000Z;2076;-1;
2018-04-14T07:21:56.000Z;595;-1;
2018-04-14T06:56:18.000Z;64;-1;
2018-04-14T06:49:12.832Z;390;-1;
2018-04-14T06:15:08.000Z;2795;-1;
2018-04-14T06:13:20.000Z;2073;-1;
2018-05-05T13:23:26.987Z;573;-1;
2018-05-05T13:09:13.759Z;551;-1;
2018-05-05T13:01:12.000Z;301;-1;
2018-05-05T12:57:13.930Z;568;-1;
2018-05-05T12:55:27.000Z;37;-1;
2018-05-05T12:54:31.000Z;1261;-1;
2018-05-05T12:49:01.000Z;490;-1;
2018-05-05T12:48:12.000Z;315;-1;
2018-05-05T12:44:54.000Z;2783;-1;
2018-05-05T12:39:59.934Z;159;-1;
2018-05-05T12:27:12.000Z;720;-1;
2018-05-05T12:24:47.000Z;3688;-1;
2018-05-05T11:50:56.000Z;891;-1;
2018-05-05T11:50:11.000Z;87;-1;
2018-05-05T11:38:3300Z;2303;2303;
2018-05-05T11:34:41.000Z;484;-1;
2018-05-05T11:30:54.000Z;2303;-1;
2018-05-05T11:30:47.866Z;80;-1;
2018-05-05T11:29:05.000Z;473;-1;
2018-05-05T11:27:38.000Z;1850;-1;
2018-05-05T11:26:14.000Z;2149;-1;
2018-05-05T11:22:50.000Z;1277;-1;
2018-05-05T11:17:04.012Z;159;-1;
2018-05-05T10:58:36.000Z;3731;-1;
2018-05-05T10:56:53.113Z;573;-1;
2018-05-05T10:41:57.915Z;159;159;
2018-05-05T10:41:57.000Z;689;-1;
2018-05-05T10:08:47.068Z;159;-1;
2018-05-05T09:58:54.579Z;570;-1;
2018-05-05T09:54:59.092Z;159;-1;
2018-05-05T09:54:12.000Z;1814;-1;
2018-05-05T09:53:06.800Z;80;-1;
2018-05-05T09:45:46.000Z;3535;-1;
2018-05-05T09:45:12.958Z;159;-1;
2018-05-05T09:28:07.000Z;1485;-1;
2018-05-05T09:26:08.844Z;398;-1;
2018-05-05T09:02:01.550Z;398;398;
2018-05-05T08:59:15.673Z;398;-1;
2018-05-05T08:46:04.000Z;1450;-1;
2018-04-26T22:25:04.000Z;1693;-1;
2018-04-26T22:24:41.000Z;1837;-1;
2018-04-26T22:23:11.954Z;80;-1;
2018-04-26T22:19:31.094Z;80;-1;
2018-04-26T22:03:43.000Z;356;-1;
2018-04-26T22:02:56.901Z;566;-1;
2018-04-26T22:00:54.453Z;571;-1;
2018-04-26T21:58:35.000Z;942;-1;
2018-04-26T21:52:11.358Z;574;-1;
2018-04-26T21:51:46.776Z;2349;-1;
2018-04-26T21:51:07.000Z;356;-1;
2018-04-26T21:50:53.000Z;3126;-1;
2018-04-26T21:41:31.879Z;159;-1;
2018-04-26T21:36:38.108Z;571;-1;
2018-04-26T21:33:13.000Z;3119;-1;
2018-04-26T21:32:49.000Z;2379;-1;
2018-04-26T21:26:25.000Z;763;-1;
2018-04-26T21:26:01.000Z;3112;-1;
2018-04-26T21:24:18.709Z;487;-1;
2018-04-26T21:23:07.961Z;566;566;
2018-04-26T21:22:37.662Z;487;-1;
2018-04-26T21:20:38.207Z;566;-1;
2018-04-26T21:19:02.000Z;356;-1;
2018-04-26T21:16:39.831Z;159;-1;
2018-04-26T21:13:42.624Z;573;-1;
2018-04-26T21:12:33.190Z;159;-1;
2018-04-26T21:11:35.765Z;551;-1;
2018-04-26T21:10:37.000Z;1949;-1;
2018-04-26T21:07:25.000Z;488;-1;
2018-04-26T21:03:11.000Z;241;-1;
2018-04-26T21:01:04.256Z;159;-1;
2018-04-26T20:58:57.606Z;566;-1;
2018-04-26T20:58:52.805Z;1051;-1;
2018-04-26T20:58:10.106Z;80;-1;
2018-04-26T20:57:07.906Z;1062;-1;
2018-04-26T20:46:44.000Z;1485;-1;
2018-04-26T20:46:31.000Z;3652;-1;
2018-04-26T20:46:27.480Z;80;80;
2018-01-24T11:24:43.000Z;159;-1;
2018-01-24T08:48:20.000Z;341;-1;
2018-01-24T07:06:36.000Z;3055;-1;
2018-01-24T05:09:18.000Z;174;-1;
2018-01-24T01:08:08.000Z;779;-1;
2018-01-23T22:40:43.900Z;8;-1;
2018-01-23T22:40:27.000Z;649;-1;
2018-01-23T22:35:02.000Z;340;-1;
2018-01-23T20:23:53.000Z;978;-1;
2018-01-23T15:59:09.000Z;174;-1;
2018-01-23T15:57:25.854Z;8;-1;
2018-01-23T14:11:20.000Z;339;-1;
2018-01-23T14:06:19.000Z;309;-1;
2018-01-23T13:48:48.289Z;8;-1;
2018-01-23T13:08:09.301Z;3;-1;
2018-01-23T10:29:59.674Z;6;-1;
2018-01-23T10:07:13.000Z;336;-1;
2018-01-23T06:54:31.000Z;159;-1;
2018-01-22T23:05:41.000Z;1095;-1;
2018-01-22T22:58:51.711Z;2;-1;
2018-01-22T22:27:29.000Z;390;-1;
2018-01-22T22:19:51.000Z;1038;-1;
2018-01-22T20:13:27.165Z;8;-1;
2018-01-22T20:02:11.000Z;2969;-1;
2018-01-22T18:07:00.671Z;8;-1;
2018-01-22T17:09:43.000Z;2616;-1;
2018-01-22T15:20:38.000Z;130;-1;
2018-01-22T15:18:28.514Z;8;-1;
2018-01-22T13:57:35.000Z;1154;-1;
2018-01-22T09:01:44.000Z;1798;-1;
2018-01-22T04:43:09.000Z;215;-1;
2018-01-22T03:15:27.437Z;8;-1;
2018-01-22T02:49:35.874Z;8;-1;
2018-01-22T00:43:41.000Z;2024;-1;
2018-01-22T00:02:34.000Z;2024;-1;
2018-01-21T23:08:11.000Z;330;-1;
2018-01-21T22:17:22.000Z;951;-1;
2018-01-21T20:41:12.827Z;8;-1;
2018-01-21T20:41:12.578Z;8;-1;
2018-04-16T11:14:07.540Z;159;-1;
2018-04-16T11:04:37.000Z;1351;-1;
2018-04-16T11:01:12.459Z;159;-1;
2018-04-16T10:43:12.000Z;2064;-1;
2018-04-16T10:37:29.000Z;2217;-1;
2018-04-16T10:31:05.000Z;809;-1;
2018-04-16T10:29:36.000Z;2222;-1;
2018-04-16T10:25:06.000Z;2228;-1;
2018-04-16T10:21:48.000Z;835;-1;
2018-04-16T10:21:41.401Z;159;-1;
2018-04-16T10:18:05.000Z;2216;-1;
2018-04-16T10:14:02.489Z;159;-1;
2018-04-16T10:09:46.000Z;985;-1;
2018-04-16T09:59:16.000Z;2033;-1;
2018-04-16T09:59:05.357Z;101;-1;
2018-04-16T09:58:55.000Z;2285;-1;
2018-04-16T09:55:08.298Z;101;-1;
2018-04-16T09:43:39.624Z;80;-1;
2018-04-16T09:40:38.000Z;738;-1;
2018-04-16T09:34:54.000Z;2218;-1;
2018-04-16T09:10:31.675Z;80;-1;
2018-04-16T09:06:32.000Z;2245;-1;
2018-04-16T08:45:35.418Z;101;101;
2018-04-16T08:44:47.390Z;101;-1;
2018-04-16T08:02:07.000Z;2213;-1;
2018-04-16T08:00:32.000Z;3101;-1;
2018-04-16T07:44:21.000Z;2328;-1;
2018-04-16T07:39:52.000Z;1092;-1;
2018-04-16T07:32:0400Z;449;449;
2018-04-16T07:30:46.000Z;449;-1;
2018-04-16T07:22:28.000Z;826;-1;
2018-04-16T07:15:46.000Z;440;-1;
2018-04-16T07:15:30.000Z;449;-1;
2018-04-16T06:56:52.000Z;410;-1;
2018-04-16T06:47:17.996Z;101;-1;
2018-04-16T06:34:02.647Z;101;-1;
2018-04-16T06:31:44.570Z;101;-1;
2018-04-16T06:21:41.586Z;101;-1;
2018-04-16T06:20:2300Z;450;450;
2018-04-12T14:48:11.273Z;385;-1;
2018-04-12T14:46:09.302Z;385;-1;
2018-04-12T14:37:39.626Z;1044;-1;
2018-04-12T14:36:14.966Z;159;159;
2018-04-12T14:36:03.000Z;632;-1;
2018-04-12T14:35:46.243Z;1044;-1;
2018-04-12T14:35:13.892Z;159;-1;
2018-04-12T14:33:21.014Z;1044;-1;
2018-04-12T14:33:13.000Z;682;-1;
2018-04-12T14:30:07.390Z;390;-1;
2018-04-12T14:27:58.220Z;1744;-1;
2018-04-12T14:27:19.000Z;1837;-1;
2018-04-12T14:25:27.098Z;1403;-1;
2018-04-12T14:21:39.000Z;835;-1;
2018-04-12T14:20:42.000Z;1831;-1;
2018-04-12T14:20:39.000Z;1833;-1;
2018-04-12T14:20:24.436Z;390;-1;
2018-04-12T14:19:02.419Z;390;-1;
2018-04-12T14:18:05.989Z;574;-1;
2018-04-12T14:18:00.644Z;390;-1;
2018-04-12T14:17:22.127Z;665;-1;
2018-04-12T14:13:34.000Z;301;-1;
2018-04-12T14:13:01.058Z;390;-1;
2018-04-12T14:11:47.912Z;574;-1;
2018-04-12T14:08:33.000Z;1411;-1;
2018-04-12T14:08:22.000Z;301;-1;
2018-04-12T14:06:47.000Z;301;-1;
2018-04-12T13:58:03.000Z;835;-1;
2018-04-12T13:53:02.000Z;1372;-1;
2018-04-12T13:52:56.000Z;835;-1;
2018-04-12T13:47:10.000Z;835;-1;
2018-04-12T13:46:37.463Z;398;398;
2018-04-12T13:42:24.982Z;1403;-1;
2018-04-12T13:40:59.238Z;159;-1;
2018-04-12T13:38:06.418Z;80;-1;
2018-04-12T13:35:08.000Z;1663;-1;
2018-04-12T13:34:14.693Z;182;-1;
2018-04-10T23:51:07.000Z;1552;-1;
2018-04-10T23:44:06.000Z;1532;-1;
2018-04-10T23:43:53.000Z;1545;-1;
2018-04-10T23:42:38.887Z;80;-1;
2018-04-10T23:42:36.000Z;1543;-1;
2018-04-10T23:41:47.000Z;654;-1;
2018-04-10T23:35:57.000Z;1156;-1;
2018-04-10T23:35:50.531Z;398;-1;
2018-04-10T23:34:36.435Z;159;-1;
2018-04-10T23:32:48.000Z;765;-1;
2018-04-10T23:28:48.471Z;182;-1;
2018-04-10T23:26:39.000Z;706;-1;
2018-04-10T23:26:20.000Z;1544;-1;
2018-04-10T23:24:48.407Z;159;-1;
2018-04-10T23:22:53.513Z;159;-1;
2018-04-10T23:18:11.885Z;571;-1;
2018-04-10T23:15:20.000Z;774;-1;
2018-04-10T23:14:21.000Z;449;-1;
2018-04-10T23:09:40.486Z;571;-1;
2018-04-10T23:08:13.307Z;571;-1;
2018-04-10T23:05:24.000Z;532;-1;
2018-04-10T23:02:11.000Z;1560;-1;
2018-04-10T23:01:55.665Z;182;-1;
2018-04-10T23:00:29.000Z;375;-1;
2018-04-10T22:58:27.000Z;1539;-1;
2018-04-10T22:56:51.382Z;80;-1;
2018-04-10T22:56:05.566Z;571;-1;
2018-04-10T22:55:4700Z;628;628;
2018-04-10T22:55:23.000Z;628;-1;
2018-04-10T22:55:21.082Z;487;-1;
2018-04-10T22:54:2200Z;1095;1095;
2018-04-10T22:53:4600Z;628;628;
2018-04-10T22:53:39.000Z;628;-1;
2018-04-10T22:51:13.000Z;774;-1;
2018-04-10T22:49:29.000Z;1303;-1;
2018-04-10T22:49:29.000Z;963;-1;
2018-04-10T22:49:23.338Z;390;-1;
2018-04-10T22:49:12.316Z;182;-1;
2018-04-19T17:26:25.465Z;565;-1;
2018-04-19T17:26:17.052Z;174;-1;
2018-04-19T17:26:13.324Z;571;-1;
