created_at;account.id;in_reply_to_account_id;;;
2018-04-02T18:16:1400Z;996;-1;;;
2018-04-02T18:18:5500Z;1993;-1;;;
2018-04-02T18:52:1600Z;1637;-1;;;
2018-04-02T19:05:2300Z;1197;-1;;;
2018-04-02T19:05:40.943Z;8;-1;;;
2018-04-02T19:05:41.491Z;8;-1;;;
2018-04-02T19:54:4000Z;532;-1;;;
2018-04-02T20:25:5400Z;1299;-1;;;
2018-04-02T20:51:5500Z;1273;-1;;;
2018-04-02T20:58:0400Z;987;-1;;;
2018-04-02T21:17:2000Z;1006;-1;;;
2018-04-02T21:34:0600Z;2054;-1;;;
2018-04-02T21:42:5200Z;1828;-1;;;
2018-04-02T21:57:5200Z;634;-1;;;
2018-04-02T22:21:52.756Z;6;-1;;;
2018-04-02T22:23:2000Z;2028;-1;;;
2018-04-02T22:46:0200Z;533;-1;;;
2018-04-02T23:02:5100Z;2254;-1;;;
2018-04-02T23:35:4700Z;1724;-1;;;
2018-04-03T00:43:08.298Z;8;-1;;;
2018-04-03T00:44:4900Z;51;-1;;;
2018-04-03T00:48:1600Z;520;-1;;;
2018-04-03T01:09:2000Z;1479;-1;;;
2018-04-03T01:10:0900Z;1626;-1;;;
2018-04-03T01:13:2500Z;1513;-1;;;
2018-04-03T01:27:0300Z;432;-1;;;
2018-04-03T01:59:2400Z;1471;-1;;;
2018-04-03T02:29:4000Z;3106;-1;;;
2018-04-03T03:07:3100Z;645;-1;;;
2018-04-03T03:11:3100Z;535;-1;;;
2018-04-03T03:22:1900Z;649;-1;;;
2018-04-03T03:29:27.922Z;8;-1;;;
2018-04-03T03:29:28.798Z;8;-1;;;
2018-04-03T03:37:59.631Z;8;-1;;;
2018-04-03T03:53:3700Z;537;-1;;;
2018-04-03T03:54:4900Z;1374;-1;;;
2018-04-03T03:55:45.827Z;8;-1;;;
2018-04-03T04:33:4000Z;1848;-1;;;
2018-04-03T06:34:2100Z;1127;-1;;;
2018-04-03T06:52:3800Z;1204;-1;;;
2018-04-03T07:24:3000Z;2108;-1;;;
2018-04-03T08:48:0800Z;1779;-1;;;
2018-04-03T08:59:1700Z;315;-1;;;
2018-04-03T11:33:1500Z;1184;-1;;;
2018-04-03T13:03:3800Z;398;-1;;;
2018-04-03T13:10:3200Z;1170;-1;;;
2018-04-03T13:29:1400Z;3076;-1;;;
2018-04-03T14:18:0200Z;845;-1;;;
2018-04-03T14:24:4200Z;902;-1;;;
2018-04-03T14:33:5700Z;676;-1;;;
2018-04-03T14:34:4500Z;676;676;;;
2018-04-03T15:04:5100Z;1494;-1;;;
2018-04-03T15:28:0700Z;848;-1;;;
2018-04-03T15:41:1700Z;79;-1;;;
2018-04-03T16:11:0000Z;501;-1;;;
2018-04-03T16:39:0800Z;2684;-1;;;
2018-04-03T16:53:2000Z;1180;-1;;;
2018-04-03T17:00:2200Z;825;-1;;;
2018-04-03T17:10:5400Z;440;-1;;;
2018-04-03T17:33:3000Z;3478;-1;;;
2018-04-03T17:34:3000Z;560;-1;;;
2018-04-03T19:14:1900Z;488;-1;;;
2018-04-03T21:25:4400Z;1664;-1;;;
2018-04-03T21:50:0143Z;8;-1;;;
2018-04-03T22:03:1400Z;1935;-1;;;
2018-04-03T22:15:4000Z;2629;-1;;;
2018-04-03T22:32:0100Z;1054;-1;;;
2018-04-03T22:36:4900Z;1054;-1;;;
2018-04-03T22:38:1600Z;724;-1;;;
2018-04-03T22:38:4900Z;1054;-1;;;
2018-04-03T22:39:1700Z;804;-1;;;
2018-04-03T23:18:3800Z;1054;-1;;;
2018-04-04T00:01:3600Z;724;-1;;;
2018-04-04T00:11:1400Z;1362;-1;;;
2018-04-04T00:28:5100Z;623;-1;;;
2018-04-04T00:38:5700Z;1362;1362;;;
2018-04-04T00:59:2000Z;890;-1;;;
2018-04-04T02:42:5100Z;487;487;;;
2018-04-04T03:29:4800Z;902;-1;;;
2018-04-04T03:54:5200Z;2099;-1;;;
2018-04-04T04:19:1900Z;10;-1;;;
2018-04-04T04:35:0900Z;673;-1;;;
2018-04-04T04:58:2700Z;3568;-1;;;
2018-04-04T05:49:2300Z;1168;-1;;;
2018-04-04T06:22:4900Z;2037;-1;;;
2018-04-04T07:11:4700Z;3832;-1;;;
2018-04-04T07:45:1600Z;677;-1;;;
2018-04-04T07:46:3000Z;1597;-1;;;
2018-04-04T08:15:4200Z;398;-1;;;
2018-04-04T09:08:2900Z;724;-1;;;
2018-04-04T09:23:3900Z;845;-1;;;
2018-04-04T09:38:0200Z;398;-1;;;
2018-04-04T09:41:5300Z;398;398;;;
2018-04-04T10:09:5300Z;2298;-1;;;
2018-04-04T10:27:4900Z;2502;-1;;;
2018-04-04T10:42:1100Z;738;-1;;;
2018-04-04T10:47:0700Z;817;-1;;;
2018-04-04T11:23:5000Z;80;-1;;;
2018-04-04T12:57:0900Z;919;-1;;;
2018-04-04T13:21:3800Z;571;-1;;;
2018-04-04T13:30:4000Z;707;-1;;;
2018-04-04T13:47:3000Z;80;-1;;;
2018-04-04T14:01:0200Z;2909;-1;;;
2018-04-04T14:42:0421Z;8;-1;;;
2018-04-04T14:43:0300Z;922;-1;;;
2018-04-04T14:48:4600Z;922;922;;;
2018-04-04T16:23:5300Z;3316;-1;;;
2018-04-04T16:28:4300Z;3453;-1;;;
2018-04-04T16:38:0200Z;3287;-1;;;
2018-04-04T16:51:1500Z;3453;3453;;;
2018-04-04T19:17:0000Z;1761;-1;;;
2018-04-04T19:28:2100Z;2045;-1;;;
2018-04-04T19:42:2600Z;839;-1;;;
2018-04-04T20:17:5000Z;1184;-1;;;
2018-04-04T20:51:1600Z;841;-1;;;
2018-04-04T20:55:3600Z;1045;-1;;;
2018-04-04T22:37:0000Z;1232;-1;;;
2018-04-04T22:55:2200Z;2963;-1;;;
2018-04-04T23:03:2700Z;15;-1;;;
2018-04-04T23:12:2300Z;916;-1;;;
2018-04-05T00:09:3600Z;174;-1;;;
2018-04-05T00:30:2600Z;2200;-1;;;
2018-04-05T00:53:0500Z;616;-1;;;
2018-04-05T02:36:3200Z;868;-1;;;
2018-04-05T03:16:3400Z;15;15;;;
2018-04-05T05:16:0700Z;1127;-1;;;
2018-04-05T05:28:2000Z;1093;-1;;;
2018-04-05T06:10:2100Z;1040;-1;;;
2018-04-05T06:17:2800Z;1661;-1;;;
2018-04-05T06:21:2500Z;1661;1661;;;
2018-04-05T07:01:5700Z;724;-1;;;
2018-04-05T07:14:1300Z;1017;-1;;;
2018-04-05T07:15:3800Z;1017;1017;;;
2018-04-05T07:34:0100Z;755;-1;;;
2018-04-05T08:34:4100Z;901;-1;;;
2018-04-05T09:43:0600Z;698;-1;;;
2018-04-05T10:18:1300Z;2395;-1;;;
2018-04-05T10:44:3500Z;1030;-1;;;
2018-04-05T11:37:2700Z;1874;-1;;;
2018-04-05T13:08:5800Z;697;-1;;;
2018-04-05T14:16:23.961Z;8;-1;;;
2018-04-05T15:11:3500Z;3556;-1;;;
2018-04-05T15:15:1800Z;589;-1;;;
2018-04-05T16:11:2300Z;340;-1;;;
2018-04-05T16:16:3700Z;398;-1;;;
2018-04-05T16:27:1500Z;578;-1;;;
2018-04-05T16:35:0600Z;856;-1;;;
2018-04-05T16:51:3900Z;159;-1;;;
2018-04-05T17:06:3200Z;701;-1;;;
2018-04-05T17:13:5300Z;398;398;;;
2018-04-05T17:42:5700Z;1291;-1;;;
2018-04-05T17:50:2300Z;889;-1;;;
2018-04-05T17:56:0000Z;903;-1;;;
2018-04-05T18:14:03.730Z;8;-1;;;
2018-04-05T20:01:4200Z;1929;-1;;;
2018-04-05T20:03:4400Z;1562;-1;;;
2018-04-05T20:04:2100Z;617;-1;;;
2018-04-05T20:16:1400Z;2773;-1;;;
2018-04-05T20:54:3700Z;1167;-1;;;
2018-04-05T21:13:3900Z;632;-1;;;
2018-04-05T21:17:1400Z;3247;-1;;;
2018-04-05T21:22:22.739Z;8;-1;;;
2018-04-05T21:43:2300Z;588;-1;;;
2018-04-05T21:50:54.502Z;8;-1;;;
2018-04-05T22:46:2200Z;1118;-1;;;
2018-04-05T23:14:2300Z;1326;-1;;;
2018-04-05T23:36:0400Z;1761;-1;;;
2018-04-06T00:00:1700Z;818;-1;;;
2018-04-06T00:01:2700Z;818;818;;;
2018-04-06T00:18:0700Z;772;-1;;;
2018-04-06T00:43:0800Z;1929;-1;;;
2018-04-06T00:44:3700Z;1929;1929;;;
2018-04-06T01:32:3300Z;1519;-1;;;
2018-04-06T02:09:5200Z;647;-1;;;
2018-04-06T02:35:1100Z;647;-1;;;
2018-04-06T02:39:0700Z;2099;-1;;;
2018-04-06T02:45:1300Z;487;-1;;;
2018-04-06T03:12:2400Z;440;-1;;;
2018-04-06T03:44:5200Z;487;-1;;;
2018-04-06T03:48:5000Z;487;487;;;
2018-04-06T06:34:3400Z;533;-1;;;
2018-04-06T07:09:1600Z;533;-1;;;
2018-04-06T07:10:1100Z;1950;-1;;;
2018-04-06T08:00:2100Z;755;755;;;
2018-04-06T08:18:5200Z;732;-1;;;
2018-04-06T08:22:2700Z;1700;-1;;;
2018-04-06T08:43:2100Z;1726;-1;;;
2018-04-06T08:44:3900Z;1334;-1;;;
2018-04-06T08:47:3400Z;693;-1;;;
2018-04-06T09:23:2300Z;1624;-1;;;
2018-04-06T11:24:2500Z;2325;-1;;;
2018-04-06T11:57:0700Z;565;-1;;;
2018-04-06T12:17:1200Z;2317;-1;;;
2018-04-06T13:12:1000Z;621;-1;;;
2018-04-06T13:54:4900Z;988;-1;;;
2018-04-06T14:36:5500Z;1448;-1;;;
2018-04-06T15:36:5000Z;1195;-1;;;
2018-04-06T15:51:0800Z;1040;-1;;;
2018-04-06T15:54:4900Z;566;-1;;;
2018-04-06T15:55:07.874Z;8;-1;;;
2018-04-06T16:06:0229Z;8;-1;;;
2018-04-06T16:28:5100Z;565;-1;;;
2018-04-06T16:40:3100Z;946;-1;;;
2018-04-06T16:52:5100Z;2483;-1;;;
2018-04-06T16:57:3400Z;971;-1;;;
2018-04-06T17:25:5800Z;498;-1;;;
2018-04-06T17:27:2700Z;3594;-1;;;
2018-04-06T17:40:1300Z;1243;-1;;;
2018-04-06T17:59:5500Z;790;-1;;;
2018-04-06T18:27:2800Z;802;-1;;;
2018-04-06T18:41:0800Z;1142;-1;;;
2018-04-06T18:44:4300Z;1199;-1;;;
2018-04-06T19:24:4000Z;398;-1;;;
2018-04-06T19:50:1700Z;398;398;;;
2018-04-06T20:00:2900Z;682;-1;;;
2018-04-06T20:44:4800Z;1944;-1;;;
2018-04-06T20:55:1500Z;573;-1;;;
2018-04-06T21:02:5800Z;572;-1;;;
2018-04-06T21:05:2500Z;625;-1;;;
2018-04-06T21:06:3800Z;487;-1;;;
2018-04-06T21:12:0500Z;490;-1;;;
2018-04-06T21:26:0300Z;682;-1;;;
2018-04-06T21:27:0500Z;490;-1;;;
2018-04-06T21:42:2400Z;599;-1;;;
2018-04-06T21:49:4000Z;601;-1;;;
2018-04-06T21:55:1400Z;683;-1;;;
2018-04-06T21:57:0700Z;683;683;;;
2018-04-06T22:05:0700Z;581;-1;;;
2018-04-06T22:23:0500Z;769;-1;;;
2018-04-06T22:36:4200Z;80;-1;;;
2018-04-06T22:40:2500Z;697;-1;;;
2018-04-06T22:47:1500Z;80;80;;;
2018-04-06T22:50:5300Z;543;-1;;;
2018-04-06T23:16:5100Z;2531;-1;;;
2018-04-06T23:19:5000Z;2957;-1;;;
2018-04-06T23:20:0300Z;550;-1;;;
2018-04-06T23:31:56.702Z;80;-1;;;
2018-04-06T23:38:3500Z;559;-1;;;
2018-04-06T23:40:3800Z;533;-1;;;
2018-04-06T23:43:5800Z;572;-1;;;
2018-04-06T23:45:0800Z;577;-1;;;
2018-04-06T23:45:4000Z;577;577;;;
2018-04-06T23:52:03.396Z;174;-1;;;
2018-04-06T23:53:51.108Z;174;174;;;
2018-04-06T23:54:4600Z;593;-1;;;
2018-04-06T23:57:3100Z;903;-1;;;
2018-04-07T00:00:42.342Z;174;-1;;;
2018-04-07T00:01:2229Z;174;174;;;
2018-04-07T00:01:58.179Z;174;174;;;
2018-04-07T00:04:1100Z;1200;-1;;;
2018-04-07T00:07:2100Z;582;-1;;;
2018-04-07T00:07:4600Z;589;-1;;;
2018-04-07T00:09:5700Z;589;589;;;
2018-04-07T00:21:38.674Z;487;-1;;;
2018-04-07T00:43:2600Z;594;-1;;;
2018-04-07T00:49:32.787Z;80;-1;;;
2018-04-07T00:49:40.411Z;568;-1;;;
2018-04-07T00:53:4800Z;592;-1;;;
2018-04-07T00:54:5000Z;614;-1;;;
2018-04-07T00:57:2300Z;595;-1;;;
2018-04-07T00:57:2300Z;488;-1;;;
2018-04-07T00:57:5300Z;488;-1;;;
2018-04-07T00:58:5100Z;597;-1;;;
2018-04-07T01:00:0700Z;607;-1;;;
2018-04-07T01:11:0800Z;490;-1;;;
2018-04-07T01:11:5200Z;602;-1;;;
2018-04-07T01:13:0600Z;600;-1;;;
2018-04-07T01:13:28.387Z;182;-1;;;
2018-04-07T01:14:4400Z;601;-1;;;
2018-04-07T01:20:54.377Z;487;-1;;;
2018-04-07T01:28:0200Z;622;-1;;;
2018-04-07T01:29:20.873Z;574;-1;;;
2018-04-07T01:29:33.309Z;182;-1;;;
2018-04-07T01:31:2100Z;608;-1;;;
2018-04-07T01:33:1000Z;613;-1;;;
2018-04-07T01:35:4000Z;601;-1;;;
2018-04-07T01:37:1000Z;624;-1;;;
2018-04-07T01:42:37.837Z;80;-1;;;
2018-04-07T01:47:17.426Z;487;-1;;;
2018-04-07T01:48:3500Z;563;-1;;;
2018-04-07T01:49:3800Z;601;-1;;;
2018-04-07T01:56:4500Z;1742;-1;;;
2018-04-07T01:58:13.462Z;80;-1;;;
2018-04-07T02:05:59.295Z;551;-1;;;
2018-04-07T02:06:3000Z;433;-1;;;
2018-04-07T02:09:2385Z;80;-1;;;
2018-04-07T02:14:5400Z;784;-1;;;
2018-04-07T02:16:4100Z;621;-1;;;
2018-04-07T02:17:5900Z;2181;-1;;;
2018-04-07T02:21:3500Z;628;-1;;;
2018-04-07T02:26:48.556Z;568;-1;;;
2018-04-07T02:27:42.757Z;80;-1;;;
2018-04-07T02:33:21.763Z;487;-1;;;
2018-04-07T02:35:1400Z;627;-1;;;
2018-04-07T02:38:15.910Z;80;-1;;;
2018-04-07T02:39:13.895Z;80;80;;;
2018-04-07T02:46:21.633Z;569;-1;;;
2018-04-07T02:48:2600Z;638;-1;;;
2018-04-07T02:57:1600Z;2486;-1;;;
2018-04-07T03:02:4400Z;632;-1;;;
2018-04-07T03:04:4200Z;2486;-1;;;
2018-04-07T03:06:2000Z;634;-1;;;
2018-04-07T03:09:2500Z;634;634;;;
2018-04-07T03:13:0400Z;643;-1;;;
2018-04-07T03:14:1100Z;650;-1;;;
2018-04-07T03:14:50.134Z;182;-1;;;
2018-04-07T03:18:4900Z;640;-1;;;
2018-04-07T03:21:5100Z;488;-1;;;
2018-04-07T03:43:0000Z;79;-1;;;
2018-04-07T03:43:4400Z;215;-1;;;
2018-04-07T03:48:36.976Z;182;-1;;;
2018-04-07T04:02:3300Z;651;-1;;;
2018-04-07T04:03:2400Z;652;-1;;;
2018-04-07T04:04:0900Z;696;-1;;;
2018-04-07T04:07:3200Z;717;-1;;;
2018-04-07T04:09:3900Z;2675;-1;;;
2018-04-07T04:49:1400Z;737;-1;;;
2018-04-07T04:57:1014Z;159;-1;;;
2018-04-07T04:58:2000Z;658;-1;;;
2018-04-07T05:23:4700Z;1511;-1;;;
2018-04-07T05:30:4500Z;563;-1;;;
2018-04-07T05:31:5500Z;662;-1;;;
2018-04-07T05:34:3700Z;659;-1;;;
2018-04-07T05:50:2000Z;661;-1;;;
2018-04-07T05:53:5500Z;663;-1;;;
2018-04-07T06:01:31.654Z;101;-1;;;
2018-04-07T06:11:0700Z;533;-1;;;
2018-04-07T06:11:5200Z;532;-1;;;
2018-04-07T06:12:0700Z;532;532;;;
2018-04-07T06:14:4700Z;666;-1;;;
2018-04-07T06:17:59.458Z;159;-1;;;
2018-04-07T06:36:1300Z;1142;1142;;;
2018-04-07T06:37:16.383Z;10;-1;;;
2018-04-07T06:48:44.753Z;159;-1;;;
2018-04-07T06:53:1400Z;674;-1;;;
2018-04-07T06:53:43.228Z;487;-1;;;
2018-04-07T07:35:0000Z;677;-1;;;
2018-04-07T07:50:3700Z;815;-1;;;
2018-04-07T07:52:0000Z;815;815;;;
2018-04-07T08:15:4000Z;695;-1;;;
2018-04-07T08:30:4100Z;3783;-1;;;
2018-04-07T08:45:52.163Z;159;-1;;;
2018-04-07T09:06:39.791Z;159;-1;;;
2018-04-07T09:16:0700Z;682;-1;;;
2018-04-07T09:20:3400Z;695;-1;;;
2018-04-07T09:20:5200Z;683;-1;;;
2018-04-07T09:25:5400Z;721;-1;;;
2018-04-07T09:26:3800Z;695;695;;;
2018-04-07T09:26:5400Z;683;683;;;
2018-04-07T09:43:0800Z;692;-1;;;
2018-04-07T09:55:2400Z;689;-1;;;
2018-04-07T10:05:0400Z;689;689;;;
2018-04-07T10:05:1900Z;688;-1;;;
2018-04-07T10:17:59.166Z;540;-1;;;
2018-04-07T10:24:5400Z;484;-1;;;
2018-04-07T10:30:1800Z;694;-1;;;
2018-04-07T10:40:3500Z;698;-1;;;
2018-04-07T10:59:4000Z;42;-1;;;
2018-04-07T11:08:0800Z;869;-1;;;
2018-04-07T11:08:1600Z;732;-1;;;
2018-04-07T11:12:5300Z;702;-1;;;
2018-04-07T11:35:16.620Z;568;-1;;;
2018-04-07T11:37:23.968Z;571;-1;;;
2018-04-07T11:38:28.751Z;390;-1;;;
2018-04-07T11:43:21.946Z;568;568;;;
2018-04-07T11:50:2500Z;301;-1;;;
2018-04-07T12:03:3100Z;621;-1;;;
2018-04-07T12:04:48.125Z;390;-1;;;
2018-04-07T12:05:0200Z;87;-1;;;
2018-04-07T12:11:0400Z;703;-1;;;
2018-04-07T12:13:4800Z;704;-1;;;
2018-04-07T12:18:05.552Z;80;-1;;;
2018-04-07T12:23:1400Z;2120;-1;;;
2018-04-07T12:25:4300Z;621;-1;;;
2018-04-07T12:26:3800Z;1086;-1;;;
2018-04-07T12:34:4994Z;80;-1;;;
2018-04-07T12:46:35.894Z;159;-1;;;
2018-04-07T12:47:10.373Z;568;568;;;
2018-04-07T12:48:49.310Z;80;80;;;
2018-04-07T13:00:3800Z;55;-1;;;
2018-04-07T13:10:21.537Z;547;-1;;;
2018-04-07T13:12:2900Z;1047;-1;;;
2018-04-07T13:13:0100Z;720;-1;;;
2018-04-07T13:15:2200Z;1142;-1;;;
2018-04-07T13:26:4800Z;717;-1;;;
2018-04-07T13:32:25.378Z;571;-1;;;
2018-04-07T13:36:30.488Z;398;-1;;;
2018-04-07T13:38:3300Z;606;-1;;;
2018-04-07T13:39:3200Z;722;-1;;;
2018-04-07T13:39:5700Z;727;-1;;;
2018-04-07T13:42:04.145Z;571;-1;;;
2018-04-07T13:43:4500Z;718;-1;;;
2018-04-07T13:44:36.907Z;565;-1;;;
2018-04-07T13:47:29.270Z;571;571;;;
2018-04-07T13:49:2300Z;433;-1;;;
2018-04-07T13:57:06.706Z;570;-1;;;
2018-04-07T14:00:04.829Z;570;570;;;
2018-04-07T14:03:49.740Z;568;-1;;;
2018-04-07T14:07:1500Z;54;-1;;;
2018-04-07T14:10:3400Z;726;-1;;;
2018-04-07T14:11:4300Z;652;-1;;;
2018-04-07T14:12:1300Z;652;652;;;
2018-04-07T14:12:3000Z;730;-1;;;
2018-04-07T14:13:1900Z;729;-1;;;
2018-04-07T14:20:54.848Z;174;-1;;;
2018-04-07T14:25:34.921Z;174;-1;;;
2018-04-07T14:30:26.323Z;398;-1;;;
2018-04-07T14:33:47.512Z;174;-1;;;
2018-04-07T14:37:0200Z;577;-1;;;
2018-04-07T14:47:2100Z;600;-1;;;
2018-04-07T14:48:2100Z;740;-1;;;
2018-04-07T14:52:4800Z;1047;-1;;;
2018-04-07T14:53:2100Z;739;-1;;;
2018-04-07T14:58:2300Z;308;-1;;;
2018-04-07T15:02:0900Z;741;-1;;;
2018-04-07T15:05:3000Z;600;-1;;;
2018-04-07T15:08:1600Z;742;-1;;;
2018-04-07T15:08:3200Z;600;-1;;;
2018-04-07T15:13:1600Z;742;742;;;
2018-04-07T15:15:5400Z;375;-1;;;
2018-04-07T15:17:3700Z;600;-1;;;
2018-04-07T15:23:1700Z;754;-1;;;
2018-04-07T15:25:4100Z;600;-1;;;
2018-04-07T15:27:5700Z;743;-1;;;
2018-04-07T15:30:4400Z;600;-1;;;
2018-04-07T15:30:4809Z;182;182;;;
2018-04-07T15:33:4600Z;750;-1;;;
2018-04-07T15:35:5400Z;875;-1;;;
2018-04-07T15:39:0400Z;753;-1;;;
2018-04-07T15:43:4100Z;783;-1;;;
2018-04-07T15:48:4900Z;1145;-1;;;
2018-04-07T15:50:5500Z;756;-1;;;
2018-04-07T15:57:1500Z;807;-1;;;
2018-04-07T15:57:55.871Z;159;-1;;;
2018-04-07T16:00:0400Z;759;-1;;;
2018-04-07T16:00:0900Z;788;-1;;;
2018-04-07T16:00:1400Z;632;-1;;;
2018-04-07T16:03:5400Z;1757;-1;;;
2018-04-07T16:05:0200Z;760;-1;;;
2018-04-07T16:05:2900Z;632;632;;;
2018-04-07T16:06:2900Z;2060;-1;;;
2018-04-07T16:11:47.408Z;182;-1;;;
2018-04-07T16:20:1000Z;600;-1;;;
2018-04-07T16:21:5100Z;771;-1;;;
2018-04-07T16:25:5100Z;683;-1;;;
2018-04-07T16:26:0400Z;766;-1;;;
2018-04-07T16:26:5100Z;738;-1;;;
2018-04-07T16:27:5400Z;765;-1;;;
2018-04-07T16:28:1500Z;774;-1;;;
2018-04-07T16:32:2600Z;79;-1;;;
2018-04-07T16:32:4100Z;664;-1;;;
2018-04-07T16:37:36.767Z;159;-1;;;
2018-04-07T16:40:1700Z;1103;-1;;;
2018-04-07T16:40:1900Z;773;-1;;;
2018-04-07T16:41:35.651Z;182;-1;;;
2018-04-07T16:44:0800Z;785;-1;;;
2018-04-07T16:48:10.388Z;159;-1;;;
2018-04-07T16:49:57.806Z;101;-1;;;
2018-04-07T16:52:0800Z;3442;-1;;;
2018-04-07T16:54:4900Z;515;-1;;;
2018-04-07T16:57:2800Z;779;-1;;;
2018-04-07T16:57:3400Z;753;-1;;;
2018-04-07T16:59:0000Z;779;779;;;
2018-04-07T17:09:0100Z;801;-1;;;
2018-04-07T17:13:5800Z;795;-1;;;
2018-04-07T17:14:1000Z;614;-1;;;
2018-04-07T17:15:41.843Z;159;-1;;;
2018-04-07T17:17:4600Z;600;-1;;;
2018-04-07T17:19:4800Z;737;-1;;;
2018-04-07T17:21:5600Z;782;-1;;;
2018-04-07T17:25:08.259Z;571;-1;;;
2018-04-07T17:30:5400Z;600;-1;;;
2018-04-07T17:31:2500Z;789;-1;;;
2018-04-07T17:33:0500Z;774;-1;;;
2018-04-07T17:33:59.929Z;390;-1;;;
2018-04-07T17:34:2700Z;488;-1;;;
2018-04-07T17:37:0100Z;488;488;;;
2018-04-07T17:39:1900Z;809;-1;;;
2018-04-07T17:41:5700Z;488;488;;;
2018-04-07T17:44:58.556Z;569;-1;;;
2018-04-07T17:45:0000Z;488;488;;;
2018-04-07T17:48:2600Z;664;-1;;;
2018-04-07T17:48:2600Z;488;488;;;
2018-04-07T17:49:2800Z;263;-1;;;
2018-04-07T17:52:0500Z;484;-1;;;
2018-04-07T17:52:58.239Z;390;-1;;;
2018-04-07T17:53:58.557Z;390;390;;;
2018-04-07T17:55:5400Z;488;488;;;
2018-04-07T17:57:4400Z;623;-1;;;
2018-04-07T17:58:4200Z;488;488;;;
2018-04-07T18:01:4900Z;488;488;;;
2018-04-07T18:01:56.429Z;159;-1;;;
2018-04-07T18:02:3200Z;794;-1;;;
2018-04-07T18:05:48.451Z;101;-1;;;
2018-04-07T18:06:4800Z;800;-1;;;
2018-04-07T18:08:16.551Z;182;-1;;;
2018-04-07T18:11:3100Z;488;488;;;
2018-04-07T18:13:1800Z;600;-1;;;
2018-04-07T18:15:1100Z;799;-1;;;
2018-04-07T18:18:0700Z;803;-1;;;
2018-04-07T18:18:4000Z;488;488;;;
2018-04-07T18:21:3500Z;488;488;;;
2018-04-07T18:24:0600Z;808;-1;;;
2018-04-07T18:24:1100Z;488;488;;;
2018-04-07T18:24:52.318Z;182;-1;;;
2018-04-07T18:25:2100Z;804;804;;;
2018-04-07T18:27:2100Z;806;-1;;;
2018-04-07T18:28:2000Z;2253;-1;;;
2018-04-07T18:28:37.979Z;182;-1;;;
2018-04-07T18:29:19.124Z;182;182;;;
2018-04-07T18:30:1700Z;79;-1;;;
2018-04-07T18:30:1800Z;804;-1;;;
2018-04-07T18:30:3800Z;488;-1;;;
2018-04-07T18:33:3400Z;811;-1;;;
2018-04-07T18:35:4800Z;810;-1;;;
2018-04-07T18:38:4900Z;805;-1;;;
2018-04-07T18:40:3300Z;600;-1;;;
2018-04-07T18:42:5100Z;639;-1;;;
2018-04-07T18:44:1900Z;615;-1;;;
2018-04-07T18:44:5200Z;765;-1;;;
2018-04-07T18:47:0800Z;765;765;;;
2018-04-07T18:47:3700Z;600;-1;;;
2018-04-07T18:51:27.671Z;541;-1;;;
2018-04-07T18:51:41.654Z;182;-1;;;
2018-04-07T18:51:4400Z;488;-1;;;
2018-04-07T18:54:5600Z;817;-1;;;
2018-04-07T18:55:09.193Z;80;-1;;;
2018-04-07T18:56:4200Z;600;-1;;;
2018-04-07T18:57:2400Z;488;-1;;;
2018-04-07T19:06:2500Z;532;-1;;;
2018-04-07T19:07:5500Z;824;-1;;;
2018-04-07T19:12:23.561Z;182;-1;;;
2018-04-07T19:12:42.104Z;572;-1;;;
2018-04-07T19:14:5700Z;823;-1;;;
2018-04-07T19:16:1100Z;765;-1;;;
2018-04-07T19:17:0400Z;825;-1;;;
2018-04-07T19:20:0000Z;601;-1;;;
2018-04-07T19:22:44.659Z;182;-1;;;
2018-04-07T19:26:34.523Z;182;-1;;;
2018-04-07T19:28:00.133Z;182;182;;;
2018-04-07T19:36:0300Z;600;-1;;;
2018-04-07T19:37:4270Z;551;-1;;;
2018-04-07T19:37:5700Z;313;-1;;;
2018-04-07T19:39:0500Z;600;-1;;;
2018-04-07T19:43:3270Z;182;-1;;;
2018-04-07T19:47:15.390Z;182;-1;;;
2018-04-07T19:47:46.588Z;159;-1;;;
2018-04-07T19:47:5000Z;927;-1;;;
2018-04-07T19:50:1100Z;600;-1;;;
2018-04-07T19:52:3500Z;831;-1;;;
2018-04-07T19:55:4200Z;831;831;;;
2018-04-07T20:01:4600Z;834;-1;;;
2018-04-07T20:04:1900Z;835;-1;;;
2018-04-07T20:06:1600Z;834;834;;;
2018-04-07T20:07:42.413Z;159;159;;;
2018-04-07T20:08:09.476Z;80;80;;;
2018-04-07T20:08:26.145Z;182;-1;;;
2018-04-07T20:10:37.483Z;182;-1;;;
2018-04-07T20:12:1300Z;762;-1;;;
2018-04-07T20:20:4300Z;800;-1;;;
2018-04-07T20:28:4500Z;849;-1;;;
2018-04-07T20:29:3900Z;842;-1;;;
2018-04-07T20:42:5300Z;835;-1;;;
2018-04-07T20:52:4500Z;831;831;;;
2018-04-07T20:54:3100Z;595;-1;;;
2018-04-07T21:02:3800Z;848;-1;;;
2018-04-07T21:03:0600Z;363;-1;;;
2018-04-07T21:05:5900Z;774;-1;;;
2018-04-07T21:09:1400Z;54;-1;;;
2018-04-07T21:16:5100Z;858;-1;;;
2018-04-07T21:24:5900Z;857;-1;;;
2018-04-07T21:25:4100Z;857;857;;;
2018-04-07T21:33:5600Z;859;-1;;;
2018-04-07T21:34:32.908Z;80;-1;;;
2018-04-07T21:39:36.559Z;159;-1;;;
