created_at;account.id;in_reply_to_account_id;;;
2018-04-20T11:26:47.854Z;80;-1;;;
2018-04-20T11:29:4100Z;1519;-1;;;
2018-04-20T11:36:4700Z;3628;-1;;;
2018-04-20T11:37:1400Z;1982;-1;;;
2018-04-20T11:44:58.572Z;80;-1;;;
2018-04-20T12:01:2900Z;2579;-1;;;
2018-04-20T12:12:5800Z;1444;1444;;;
2018-04-20T12:13:1200Z;1982;-1;;;
2018-04-20T12:22:54.486Z;385;-1;;;
2018-04-20T12:40:1600Z;1628;-1;;;
2018-04-20T12:43:0857Z;568;-1;;;
2018-04-20T12:45:21.430Z;568;568;;;
2018-04-20T12:47:3200Z;2582;-1;;;
2018-04-20T12:48:3200Z;81;-1;;;
2018-04-20T12:49:2300Z;986;-1;;;
2018-04-20T12:50:2000Z;2582;2582;;;
2018-04-20T12:54:20.774Z;568;-1;;;
2018-04-20T12:54:58.918Z;101;-1;;;
2018-04-20T12:56:4800Z;822;-1;;;
2018-04-20T13:09:3400Z;3072;-1;;;
2018-04-20T13:09:4900Z;1875;-1;;;
2018-04-20T13:11:46.887Z;174;-1;;;
2018-04-20T13:14:3100Z;616;-1;;;
2018-04-20T13:17:43.562Z;565;-1;;;
2018-04-20T13:18:3182Z;174;-1;;;
2018-04-20T13:22:2000Z;515;-1;;;
2018-04-20T13:23:1100Z;717;-1;;;
2018-04-20T13:30:49.620Z;159;-1;;;
2018-04-20T13:31:2200Z;356;-1;;;
2018-04-20T13:32:2200Z;1376;-1;;;
2018-04-20T13:35:06.457Z;159;-1;;;
2018-04-20T13:37:45.444Z;573;-1;;;
2018-04-20T13:38:5500Z;3221;-1;;;
2018-04-20T13:42:45.142Z;159;159;;;
2018-04-20T13:45:48.940Z;398;-1;;;
2018-04-20T13:46:3500Z;765;-1;;;
2018-04-20T13:49:1300Z;1875;-1;;;
2018-04-20T13:50:3000Z;2589;-1;;;
2018-04-20T13:51:3600Z;2586;-1;;;
2018-04-20T13:55:1000Z;1307;-1;;;
2018-04-20T13:56:5300Z;356;-1;;;
2018-04-20T13:56:5700Z;2587;-1;;;
2018-04-20T14:02:4400Z;356;356;;;
2018-04-20T14:02:5600Z;2075;-1;;;
2018-04-20T14:11:20.149Z;159;-1;;;
2018-04-20T14:12:35.407Z;571;-1;;;
2018-04-20T14:16:1438Z;571;-1;;;
2018-04-20T14:17:0400Z;2602;-1;;;
2018-04-20T14:17:0400Z;2614;-1;;;
2018-04-20T14:19:14.763Z;174;-1;;;
2018-04-20T14:22:06.358Z;174;174;;;
2018-04-20T14:23:1300Z;2596;-1;;;
2018-04-20T14:26:0600Z;799;-1;;;
2018-04-20T14:28:41.471Z;159;-1;;;
2018-04-20T14:32:15.416Z;159;-1;;;
2018-04-20T14:32:44.672Z;182;-1;;;
2018-04-20T14:35:34.325Z;159;159;;;
2018-04-20T14:37:2500Z;2652;-1;;;
2018-04-20T14:38:0300Z;835;-1;;;
2018-04-20T14:39:2500Z;261;-1;;;
2018-04-20T14:39:4000Z;793;-1;;;
2018-04-20T14:39:4700Z;600;-1;;;
2018-04-20T14:41:49.670Z;159;-1;;;
2018-04-20T14:42:5500Z;196;-1;;;
2018-04-20T14:43:0400Z;2671;-1;;;
2018-04-20T14:44:4000Z;515;-1;;;
2018-04-20T14:45:37.941Z;571;-1;;;
2018-04-20T14:46:5300Z;2019;-1;;;
2018-04-20T14:47:0000Z;2606;-1;;;
2018-04-20T14:48:54.306Z;159;-1;;;
2018-04-20T14:49:4000Z;1184;-1;;;
2018-04-20T14:50:33.825Z;1717;-1;;;
2018-04-20T14:53:4800Z;236;-1;;;
2018-04-20T14:56:1300Z;1079;-1;;;
2018-04-20T14:57:3400Z;2159;-1;;;
2018-04-20T14:58:02.136Z;80;-1;;;
2018-04-20T14:59:43.343Z;182;-1;;;
2018-04-20T15:01:0800Z;647;-1;;;
2018-04-20T15:11:41.173Z;182;-1;;;
2018-04-20T15:16:10.233Z;159;-1;;;
2018-04-20T15:17:25.486Z;174;-1;;;
2018-04-20T15:22:04.121Z;174;-1;;;
2018-04-20T15:25:27.130Z;174;-1;;;
2018-04-20T15:26:00.816Z;182;-1;;;
2018-04-20T15:28:5600Z;647;-1;;;
2018-04-20T15:29:4200Z;2604;-1;;;
2018-04-20T15:30:24.588Z;159;-1;;;
2018-04-20T15:30:53.593Z;174;174;;;
2018-04-20T15:32:3500Z;1974;-1;;;
2018-04-20T15:33:29.444Z;174;174;;;
2018-04-20T15:38:0300Z;1681;1681;;;
2018-04-20T15:40:12.260Z;159;-1;;;
2018-04-20T15:41:0200Z;2090;-1;;;
2018-04-20T15:44:33.374Z;565;-1;;;
2018-04-20T15:45:5700Z;1681;1681;;;
2018-04-20T15:47:4900Z;3374;-1;;;
2018-04-20T15:48:39.622Z;182;-1;;;
2018-04-20T15:54:1081Z;159;-1;;;
2018-04-20T15:58:4300Z;1491;-1;;;
2018-04-20T16:00:2300Z;1761;-1;;;
2018-04-20T16:03:0400Z;87;-1;;;
2018-04-20T16:03:12.517Z;8;-1;;;
2018-04-20T16:05:1800Z;1491;-1;;;
2018-04-20T16:06:45.163Z;159;-1;;;
2018-04-20T16:06:48.977Z;182;-1;;;
2018-04-20T16:07:3900Z;81;-1;;;
2018-04-20T16:07:4400Z;2079;-1;;;
2018-04-20T16:08:00.478Z;2319;-1;;;
2018-04-20T16:09:3100Z;1013;-1;;;
2018-04-20T16:13:1400Z;2079;2079;;;
2018-04-20T16:13:3200Z;1054;-1;;;
2018-04-20T16:15:4500Z;600;-1;;;
2018-04-20T16:17:4600Z;600;-1;;;
2018-04-20T16:21:1200Z;1477;-1;;;
2018-04-20T16:21:1400Z;2427;-1;;;
2018-04-20T16:24:1719Z;159;-1;;;
2018-04-20T16:24:5100Z;2126;-1;;;
2018-04-20T16:28:02.402Z;565;-1;;;
2018-04-20T16:29:32.116Z;568;-1;;;
2018-04-20T16:30:1700Z;2609;-1;;;
2018-04-20T16:32:53.688Z;551;-1;;;
2018-04-20T16:34:1300Z;1003;-1;;;
2018-04-20T16:37:2900Z;2610;-1;;;
2018-04-20T16:37:5000Z;2178;-1;;;
2018-04-20T16:37:5700Z;600;-1;;;
2018-04-20T16:40:24.540Z;566;-1;;;
2018-04-20T16:47:2751Z;568;-1;;;
2018-04-20T16:51:50.963Z;568;-1;;;
2018-04-20T16:55:0900Z;1675;-1;;;
2018-04-20T16:56:53.474Z;159;-1;;;
2018-04-20T16:57:0600Z;533;-1;;;
2018-04-20T16:58:45.803Z;8;-1;;;
2018-04-20T17:10:52.861Z;174;-1;;;
2018-04-20T17:12:1600Z;1578;-1;;;
2018-04-20T17:13:3300Z;2616;-1;;;
2018-04-20T17:16:3600Z;1276;-1;;;
2018-04-20T17:19:1832Z;174;-1;;;
2018-04-20T17:19:2300Z;623;-1;;;
2018-04-20T17:19:45.487Z;174;174;;;
2018-04-20T17:23:4600Z;2016;-1;;;
2018-04-20T17:27:3300Z;855;-1;;;
2018-04-20T17:30:0700Z;359;-1;;;
2018-04-20T17:31:1800Z;2617;-1;;;
2018-04-20T17:32:5900Z;430;-1;;;
2018-04-20T17:34:0300Z;515;-1;;;
2018-04-20T17:34:32.368Z;182;-1;;;
2018-04-20T17:35:1300Z;647;-1;;;
2018-04-20T17:37:0300Z;2246;-1;;;
2018-04-20T17:37:21.184Z;159;-1;;;
2018-04-20T17:41:0800Z;628;-1;;;
2018-04-20T17:44:2300Z;904;-1;;;
2018-04-20T17:55:1000Z;2623;-1;;;
2018-04-20T18:01:20.670Z;159;-1;;;
2018-04-20T18:04:1000Z;2473;-1;;;
2018-04-20T18:05:58.401Z;2319;-1;;;
2018-04-20T18:09:1400Z;1463;-1;;;
2018-04-20T18:12:5400Z;855;-1;;;
2018-04-20T18:15:0500Z;2756;-1;;;
2018-04-20T18:16:2300Z;986;-1;;;
2018-04-20T18:19:1644Z;159;-1;;;
2018-04-20T18:19:3000Z;2585;-1;;;
2018-04-20T18:20:0600Z;396;-1;;;
2018-04-20T18:23:0700Z;793;-1;;;
2018-04-20T18:25:0000Z;1277;-1;;;
2018-04-20T18:25:3400Z;793;793;;;
2018-04-20T18:29:01.573Z;101;-1;;;
2018-04-20T18:29:16.666Z;2319;-1;;;
2018-04-20T18:30:00.825Z;101;101;;;
2018-04-20T18:30:0800Z;1674;-1;;;
2018-04-20T18:30:28.508Z;174;-1;;;
2018-04-20T18:34:2700Z;855;-1;;;
2018-04-20T18:35:0600Z;986;-1;;;
2018-04-20T18:35:5800Z;1674;1674;;;
2018-04-20T18:37:0400Z;488;-1;;;
2018-04-20T18:40:2400Z;2180;-1;;;
2018-04-20T18:44:4600Z;1013;1013;;;
2018-04-20T18:45:06.137Z;398;-1;;;
2018-04-20T18:50:31.254Z;398;398;;;
2018-04-20T18:52:0500Z;3316;-1;;;
2018-04-20T18:57:1900Z;532;-1;;;
2018-04-20T18:58:5400Z;336;-1;;;
2018-04-20T18:59:3100Z;3278;-1;;;
2018-04-20T19:00:2500Z;336;336;;;
2018-04-20T19:00:5200Z;428;-1;;;
2018-04-20T19:00:5300Z;428;428;;;
2018-04-20T19:01:00.729Z;101;-1;;;
2018-04-20T19:08:54.859Z;101;-1;;;
2018-04-20T19:15:29.313Z;159;-1;;;
2018-04-20T19:16:1000Z;2631;-1;;;
2018-04-20T19:20:5900Z;2186;-1;;;
2018-04-20T19:22:2500Z;181;-1;;;
2018-04-20T19:23:3200Z;582;-1;;;
2018-04-20T19:25:03.419Z;159;-1;;;
2018-04-20T19:25:5900Z;835;-1;;;
2018-04-20T19:26:30.259Z;541;-1;;;
2018-04-20T19:26:54.217Z;174;-1;;;
2018-04-20T19:30:14.662Z;159;-1;;;
2018-04-20T19:33:04.232Z;159;-1;;;
2018-04-20T19:37:5700Z;795;-1;;;
2018-04-20T19:40:31.297Z;571;-1;;;
2018-04-20T19:40:50.469Z;571;571;;;
2018-04-20T19:41:4000Z;1095;-1;;;
2018-04-20T19:45:0700Z;428;-1;;;
2018-04-20T19:45:5600Z;2627;-1;;;
2018-04-20T19:46:3300Z;733;-1;;;
2018-04-20T19:50:3500Z;356;-1;;;
2018-04-20T19:54:4000Z;2629;-1;;;
2018-04-20T20:00:1000Z;1034;-1;;;
2018-04-20T20:01:0800Z;578;-1;;;
2018-04-20T20:02:2800Z;1034;1034;;;
2018-04-20T20:05:4700Z;1762;-1;;;
2018-04-20T20:07:3700Z;855;-1;;;
2018-04-20T20:08:57.548Z;101;-1;;;
2018-04-20T20:10:4400Z;1348;-1;;;
2018-04-20T20:12:02.102Z;159;159;;;
2018-04-20T20:13:52.814Z;80;-1;;;
2018-04-20T20:15:38.879Z;2319;-1;;;
2018-04-20T20:15:5000Z;2633;-1;;;
2018-04-20T20:15:59.911Z;2319;2319;;;
2018-04-20T20:16:4400Z;582;-1;;;
2018-04-20T20:19:25.126Z;101;-1;;;
2018-04-20T20:20:2600Z;2519;-1;;;
2018-04-20T20:20:3300Z;2519;2519;;;
2018-04-20T20:21:30.453Z;80;-1;;;
2018-04-20T20:21:3600Z;800;-1;;;
2018-04-20T20:22:5000Z;2636;-1;;;
2018-04-20T20:27:34.144Z;159;-1;;;
2018-04-20T20:34:15.926Z;159;-1;;;
2018-04-20T20:37:57.197Z;574;-1;;;
2018-04-20T20:42:13.901Z;159;-1;;;
2018-04-20T20:44:25.599Z;159;159;;;
2018-04-20T20:49:1200Z;356;-1;;;
2018-04-20T20:49:4400Z;356;356;;;
2018-04-20T20:53:0600Z;2638;-1;;;
2018-04-20T20:56:12.903Z;565;-1;;;
2018-04-20T21:11:4700Z;1002;-1;;;
2018-04-20T21:17:33.619Z;80;-1;;;
2018-04-20T21:19:13.378Z;80;80;;;
2018-04-20T21:35:25.735Z;502;-1;;;
2018-04-20T21:44:0200Z;1875;-1;;;
2018-04-20T21:46:5900Z;533;-1;;;
2018-04-20T21:48:1600Z;2650;-1;;;
2018-04-20T21:52:4500Z;1654;-1;;;
2018-04-20T21:54:3200Z;1916;-1;;;
2018-04-20T22:00:0900Z;488;-1;;;
2018-04-20T22:01:1500Z;2106;-1;;;
2018-04-20T22:07:1700Z;79;-1;;;
2018-04-20T22:07:2400Z;1095;-1;;;
2018-04-20T22:10:5300Z;616;-1;;;
2018-04-20T22:15:3400Z;652;-1;;;
2018-04-20T22:17:00.965Z;174;-1;;;
2018-04-20T22:19:2600Z;2693;-1;;;
2018-04-20T22:20:4500Z;178;-1;;;
2018-04-20T22:22:0800Z;79;-1;;;
2018-04-20T22:22:14.853Z;174;-1;;;
2018-04-20T22:31:3300Z;600;-1;;;
2018-04-20T22:36:43.302Z;182;-1;;;
2018-04-20T23:03:2800Z;2645;-1;;;
2018-04-20T23:07:1700Z;2636;-1;;;
2018-04-20T23:09:55.279Z;80;-1;;;
2018-04-20T23:12:5400Z;1025;-1;;;
2018-04-20T23:19:4200Z;1512;-1;;;
2018-04-20T23:20:2000Z;2453;-1;;;
2018-04-20T23:23:2900Z;1519;-1;;;
2018-04-20T23:25:3100Z;1500;-1;;;
2018-04-20T23:28:05.311Z;502;-1;;;
2018-04-20T23:33:1800Z;1154;-1;;;
2018-04-20T23:40:5819Z;567;-1;;;
2018-04-20T23:52:1800Z;600;-1;;;
2018-04-20T23:53:5000Z;2647;-1;;;
2018-04-20T23:55:4100Z;1586;-1;;;
2018-04-21T00:01:5100Z;1503;-1;;;
2018-04-21T00:08:4700Z;263;-1;;;
2018-04-21T00:12:26.533Z;159;-1;;;
2018-04-21T00:21:17.319Z;80;-1;;;
2018-04-21T00:22:1600Z;1587;-1;;;
2018-04-21T00:22:27.409Z;487;-1;;;
2018-04-21T00:24:04.442Z;159;-1;;;
2018-04-21T00:27:2100Z;1533;-1;;;
2018-04-21T00:28:1100Z;1533;1533;;;
2018-04-21T00:32:35.821Z;182;-1;;;
2018-04-21T00:40:2300Z;1295;-1;;;
2018-04-21T00:42:2000Z;2521;-1;;;
2018-04-21T00:44:0500Z;938;-1;;;
2018-04-21T00:45:41.998Z;80;-1;;;
2018-04-21T00:47:1800Z;768;-1;;;
2018-04-21T00:49:3000Z;2521;2521;;;
2018-04-21T00:50:1900Z;2651;-1;;;
2018-04-21T00:55:5600Z;532;-1;;;
2018-04-21T00:56:5100Z;2055;-1;;;
2018-04-21T00:59:2800Z;2122;-1;;;
2018-04-21T01:03:06.423Z;80;-1;;;
2018-04-21T01:03:59.558Z;159;-1;;;
2018-04-21T01:21:4700Z;2119;-1;;;
2018-04-21T01:22:1900Z;834;-1;;;
2018-04-21T01:22:2300Z;1875;-1;;;
2018-04-21T01:32:0500Z;3200;-1;;;
2018-04-21T01:33:58.848Z;574;-1;;;
2018-04-21T01:34:4300Z;213;-1;;;
2018-04-21T01:35:1300Z;967;-1;;;
2018-04-21T01:40:55.569Z;159;-1;;;
2018-04-21T01:41:21.936Z;159;159;;;
2018-04-21T02:04:4900Z;631;-1;;;
2018-04-21T02:13:09.725Z;159;159;;;
2018-04-21T02:18:47.492Z;159;159;;;
2018-04-21T02:22:0100Z;1504;-1;;;
2018-04-21T02:24:00.963Z;159;159;;;
2018-04-21T02:30:3800Z;1509;-1;;;
2018-04-21T02:34:2400Z;1681;-1;;;
2018-04-21T02:44:57.658Z;568;-1;;;
2018-04-21T02:48:5800Z;943;-1;;;
2018-04-21T02:52:5500Z;533;-1;;;
2018-04-21T02:58:4900Z;2653;-1;;;
2018-04-21T03:03:5900Z;3314;-1;;;
2018-04-21T03:06:29.626Z;568;-1;;;
2018-04-21T03:13:2900Z;1869;-1;;;
2018-04-21T03:30:4500Z;943;-1;;;
2018-04-21T03:32:3400Z;763;-1;;;
2018-04-21T03:38:05.865Z;159;159;;;
2018-04-21T03:44:3600Z;2164;-1;;;
2018-04-21T03:48:0100Z;628;-1;;;
2018-04-21T03:58:0900Z;895;-1;;;
2018-04-21T03:59:1500Z;774;-1;;;
2018-04-21T04:02:13.327Z;159;159;;;
2018-04-21T04:07:1800Z;774;-1;;;
2018-04-21T04:15:21.846Z;159;159;;;
2018-04-21T04:16:21.310Z;568;-1;;;
2018-04-21T04:19:5700Z;2656;-1;;;
2018-04-21T04:20:24.141Z;568;-1;;;
2018-04-21T04:51:14.373Z;159;-1;;;
2018-04-21T04:58:22.263Z;159;-1;;;
2018-04-21T05:04:58.795Z;159;-1;;;
2018-04-21T05:12:40.729Z;159;-1;;;
2018-04-21T05:20:45.738Z;390;-1;;;
2018-04-21T05:22:23.151Z;159;-1;;;
2018-04-21T05:29:5800Z;996;-1;;;
2018-04-21T05:31:09.310Z;390;390;;;
2018-04-21T05:33:2900Z;2659;-1;;;
2018-04-21T05:33:4900Z;2675;-1;;;
2018-04-21T05:43:07.958Z;390;-1;;;
2018-04-21T05:43:53.233Z;2673;-1;;;
2018-04-21T05:48:2907Z;101;-1;;;
2018-04-21T06:16:3500Z;996;-1;;;
2018-04-21T06:25:39.291Z;568;-1;;;
2018-04-21T06:39:32.633Z;568;568;;;
2018-04-21T06:44:4900Z;533;-1;;;
2018-04-21T07:11:01.842Z;1657;-1;;;
2018-04-21T07:36:57.131Z;390;-1;;;
2018-04-21T07:41:39.957Z;390;390;;;
2018-04-21T07:42:24.792Z;1657;-1;;;
2018-04-21T07:42:37.861Z;1657;1657;;;
2018-04-21T08:37:22.807Z;1044;-1;;;
2018-04-21T08:44:5900Z;2704;-1;;;
2018-04-21T08:48:1500Z;1060;-1;;;
2018-04-21T09:00:5900Z;2665;-1;;;
2018-04-21T09:18:4500Z;2680;-1;;;
2018-04-21T09:28:24.960Z;2349;-1;;;
2018-04-21T09:28:29.494Z;101;-1;;;
2018-04-21T09:49:1800Z;2305;-1;;;
2018-04-21T09:49:2200Z;696;-1;;;
2018-04-21T10:30:1700Z;1945;-1;;;
2018-04-21T10:30:28.240Z;568;-1;;;
2018-04-21T10:35:5700Z;356;-1;;;
2018-04-21T10:37:2900Z;2664;-1;;;
2018-04-21T10:44:15.599Z;573;-1;;;
2018-04-21T10:44:1600Z;652;-1;;;
2018-04-21T10:54:5400Z;356;-1;;;
2018-04-21T10:55:4100Z;196;-1;;;
2018-04-21T11:11:1000Z;2716;-1;;;
2018-04-21T11:12:0600Z;1949;-1;;;
2018-04-21T11:24:4400Z;1302;-1;;;
2018-04-21T11:26:3900Z;1010;-1;;;
2018-04-21T11:33:1400Z;2073;-1;;;
2018-04-21T11:57:3800Z;1277;-1;;;
2018-04-21T12:09:42.606Z;398;-1;;;
2018-04-21T12:10:5500Z;2105;-1;;;
2018-04-21T12:13:2000Z;2105;2105;;;
2018-04-21T12:24:2100Z;738;-1;;;
2018-04-21T12:25:07.203Z;568;-1;;;
2018-04-21T12:32:1400Z;1680;-1;;;
2018-04-21T12:48:0726Z;80;-1;;;
2018-04-21T12:50:15.764Z;80;-1;;;
2018-04-21T12:52:4400Z;2140;-1;;;
2018-04-21T12:53:0000Z;366;-1;;;
2018-04-21T13:17:4800Z;1218;-1;;;
2018-04-21T13:24:43.619Z;570;-1;;;
2018-04-21T13:29:2100Z;2668;-1;;;
2018-04-21T13:37:33.629Z;570;-1;;;
2018-04-21T13:39:4900Z;683;-1;;;
2018-04-21T14:01:5100Z;647;-1;;;
2018-04-21T14:08:1500Z;2670;-1;;;
2018-04-21T14:11:1500Z;1850;-1;;;
2018-04-21T14:13:2700Z;1323;-1;;;
2018-04-21T14:14:0600Z;676;-1;;;
2018-04-21T14:14:21.630Z;174;-1;;;
2018-04-21T14:20:29.473Z;574;-1;;;
2018-04-21T14:24:3400Z;2672;-1;;;
2018-04-21T14:31:5600Z;1127;-1;;;
2018-04-21T14:45:11.112Z;568;-1;;;
2018-04-21T14:47:2000Z;2674;-1;;;
2018-04-21T14:48:30.403Z;568;-1;;;
2018-04-21T14:48:3800Z;718;-1;;;
2018-04-21T14:53:19.207Z;1076;-1;;;
2018-04-21T14:56:2700Z;306;-1;;;
2018-04-21T14:56:3300Z;64;-1;;;
2018-04-21T14:56:5400Z;64;64;;;
2018-04-21T14:58:21.272Z;174;-1;;;
2018-04-21T14:58:3300Z;375;-1;;;
2018-04-21T15:00:34.397Z;385;-1;;;
2018-04-21T15:01:0700Z;375;375;;;
2018-04-21T15:01:59.891Z;174;-1;;;
2018-04-21T15:05:43.365Z;182;-1;;;
2018-04-21T15:06:5300Z;263;263;;;
2018-04-21T15:10:3500Z;817;-1;;;
2018-04-21T15:15:1400Z;817;817;;;
2018-04-21T15:15:34.642Z;2319;-1;;;
2018-04-21T15:17:38.372Z;182;-1;;;
2018-04-21T15:18:52.981Z;571;-1;;;
2018-04-21T15:21:3400Z;947;-1;;;
2018-04-21T15:22:1000Z;616;-1;;;
2018-04-21T15:25:0300Z;2499;-1;;;
2018-04-21T15:25:1000Z;1034;-1;;;
2018-04-21T15:26:2600Z;1146;-1;;;
2018-04-21T15:27:56.638Z;182;-1;;;
2018-04-21T15:35:4300Z;2609;-1;;;
2018-04-21T15:46:09.504Z;159;-1;;;
2018-04-21T15:50:0800Z;600;-1;;;
2018-04-21T15:51:08.137Z;182;-1;;;
2018-04-21T15:59:4600Z;1693;-1;;;
2018-04-21T15:59:5600Z;727;-1;;;
2018-04-21T16:02:5800Z;765;-1;;;
2018-04-21T16:04:1400Z;775;-1;;;
2018-04-21T16:06:2600Z;1015;-1;;;
2018-04-21T16:07:2400Z;3255;-1;;;
2018-04-21T16:15:3700Z;600;-1;;;
2018-04-21T16:16:1900Z;1178;-1;;;
2018-04-21T16:17:2600Z;2684;-1;;;
2018-04-21T16:22:1087Z;1336;-1;;;
2018-04-21T16:23:06.748Z;174;-1;;;
2018-04-21T16:29:01.347Z;1229;-1;;;
2018-04-21T16:29:33.640Z;2349;-1;;;
2018-04-21T16:32:1999Z;174;-1;;;
2018-04-21T16:39:28.181Z;182;-1;;;
2018-04-21T16:48:4100Z;1853;-1;;;
2018-04-21T16:53:5800Z;2099;-1;;;
2018-04-21T17:01:30.590Z;174;-1;;;
2018-04-21T17:06:05.519Z;541;-1;;;
2018-04-21T17:10:5400Z;1006;-1;;;
2018-04-21T17:13:1400Z;1038;-1;;;
2018-04-21T17:14:1600Z;1139;-1;;;
2018-04-21T17:17:0900Z;600;-1;;;
2018-04-21T17:18:3800Z;1578;-1;;;
2018-04-21T17:21:2600Z;1333;-1;;;
2018-04-21T17:23:5200Z;930;-1;;;
2018-04-21T17:26:31.486Z;182;-1;;;
2018-04-21T17:29:2100Z;2762;-1;;;
2018-04-21T17:30:0300Z;2762;2762;;;
2018-04-21T17:41:3300Z;703;-1;;;
2018-04-21T17:44:29.972Z;159;-1;;;
2018-04-21T17:49:3000Z;26;-1;;;
2018-04-21T17:55:2100Z;1524;-1;;;
2018-04-21T17:55:3600Z;716;-1;;;
2018-04-21T17:59:2600Z;1524;1524;;;
2018-04-21T18:01:1200Z;2691;-1;;;
2018-04-21T18:03:4600Z;2689;-1;;;
2018-04-21T18:15:1700Z;2638;-1;;;
2018-04-21T18:15:40.249Z;174;-1;;;
2018-04-21T18:15:5400Z;1524;-1;;;
2018-04-21T18:21:57.111Z;502;-1;;;
2018-04-21T18:30:2800Z;789;-1;;;
2018-04-21T18:33:4800Z;894;-1;;;
2018-04-21T18:35:2000Z;677;-1;;;
2018-04-21T18:39:0200Z;3019;-1;;;
2018-04-21T18:39:4900Z;26;-1;;;
2018-04-21T18:40:3600Z;2694;-1;;;
2018-04-21T18:40:50.295Z;2319;-1;;;
2018-04-21T18:45:1600Z;2692;-1;;;
2018-04-21T18:52:2300Z;986;-1;;;
2018-04-21T18:57:0700Z;2106;-1;;;
2018-04-21T19:03:5700Z;621;-1;;;
2018-04-21T19:09:56.421Z;101;-1;;;
2018-04-21T19:22:39.378Z;101;-1;;;
2018-04-21T19:24:4300Z;1457;-1;;;
2018-04-21T19:31:2200Z;646;-1;;;
2018-04-21T19:31:49.619Z;101;-1;;;
2018-04-21T19:33:42.807Z;101;101;;;
2018-04-21T19:34:0600Z;646;646;;;
2018-04-21T19:36:2200Z;499;-1;;;
2018-04-21T19:36:5800Z;2478;-1;;;
2018-04-21T19:38:4700Z;450;-1;;;
2018-04-21T19:38:56.883Z;101;-1;;;
2018-04-21T19:47:2200Z;79;-1;;;
2018-04-21T19:48:4600Z;1497;-1;;;
2018-04-21T19:49:35.961Z;80;-1;;;
2018-04-21T19:52:54.661Z;390;-1;;;
2018-04-21T20:01:57.387Z;2319;-1;;;
2018-04-21T20:02:19.236Z;80;-1;;;
2018-04-21T20:04:05.642Z;80;-1;;;
2018-04-21T20:06:46.206Z;174;-1;;;
2018-04-21T20:07:02.239Z;174;174;;;
2018-04-21T20:07:14.920Z;174;174;;;
2018-04-21T20:11:21.629Z;174;-1;;;
2018-04-21T20:11:4302Z;174;174;;;
2018-04-21T20:14:3000Z;1641;-1;;;
2018-04-21T20:16:2200Z;2698;-1;;;
2018-04-21T20:26:37.633Z;80;80;;;
2018-04-21T20:26:42.326Z;556;-1;;;
2018-04-21T20:28:3900Z;433;-1;;;
2018-04-21T20:29:3900Z;652;-1;;;
2018-04-21T20:32:0480Z;569;-1;;;
2018-04-21T20:36:5000Z;46;-1;;;
2018-04-21T20:42:51.480Z;80;-1;;;
2018-04-21T20:43:26.909Z;174;-1;;;
2018-04-21T20:44:37.990Z;174;-1;;;
2018-04-21T20:48:2400Z;628;-1;;;
2018-04-21T20:58:1500Z;1164;-1;;;
2018-04-21T21:08:0200Z;3137;-1;;;
2018-04-21T21:09:18.542Z;182;-1;;;
2018-04-21T21:11:3700Z;1408;-1;;;
2018-04-21T21:13:0500Z;1408;1408;;;
2018-04-21T21:16:39.595Z;174;-1;;;
2018-04-21T21:18:57.727Z;565;-1;;;
2018-04-21T21:19:2000Z;787;-1;;;
2018-04-21T21:19:4700Z;2701;-1;;;
2018-04-21T21:21:1800Z;2702;-1;;;
2018-04-21T21:26:00.189Z;159;-1;;;
2018-04-21T21:35:42.419Z;159;-1;;;
2018-04-21T21:36:31.297Z;174;-1;;;
2018-04-21T21:38:07.502Z;566;-1;;;
2018-04-21T21:39:33.326Z;159;-1;;;
2018-04-21T21:43:4600Z;2574;-1;;;
2018-04-21T21:44:2500Z;1745;-1;;;
2018-04-21T21:46:1100Z;2718;-1;;;
2018-04-21T22:06:4800Z;835;-1;;;
2018-04-21T22:07:2900Z;943;-1;;;
2018-04-21T22:07:4200Z;1503;-1;;;
2018-04-21T22:08:0000Z;2712;-1;;;
2018-04-21T22:17:38.806Z;159;-1;;;
2018-04-21T22:25:40.423Z;174;-1;;;
2018-04-21T22:29:0000Z;1092;-1;;;
2018-04-21T22:29:1108Z;174;-1;;;
2018-04-21T22:31:1500Z;2689;-1;;;
2018-04-21T22:32:17.122Z;174;-1;;;
2018-04-21T22:33:56.658Z;385;-1;;;
2018-04-21T22:35:42.147Z;571;-1;;;
2018-04-21T22:36:1100Z;1640;-1;;;
2018-04-21T22:41:11.161Z;80;-1;;;
2018-04-21T22:41:3900Z;2706;-1;;;
2018-04-21T22:42:3800Z;2705;-1;;;
2018-04-21T22:47:0200Z;558;-1;;;
2018-04-21T22:53:10.667Z;174;-1;;;
2018-04-21T22:54:24.922Z;174;174;;;
2018-04-21T22:57:12.785Z;174;174;;;
2018-04-21T23:01:43.188Z;174;174;;;
2018-04-21T23:05:14.893Z;80;-1;;;
2018-04-21T23:08:22.251Z;174;174;;;
2018-04-21T23:12:3000Z;2119;-1;;;
2018-04-21T23:16:5700Z;786;-1;;;
2018-04-21T23:17:5000Z;2707;-1;;;
2018-04-21T23:21:2000Z;2496;-1;;;
2018-04-21T23:21:2600Z;621;-1;;;
2018-04-21T23:25:05.443Z;571;-1;;;
2018-04-21T23:28:2300Z;1335;-1;;;
2018-04-21T23:33:4400Z;628;-1;;;
2018-04-21T23:36:0900Z;1078;-1;;;
2018-04-21T23:41:2000Z;532;-1;;;
